Reference Type,Author,Year,Chapter Title,Book Editor,Book Title,Place Published,Publisher,Volume,Number of Volumes,Page Range,Chapter Number,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Chapter,"Baldetti, Simone",2015,Cronica dell'incontro del 2 dicembre 2014,"Lapi, Chiara",Padre Paolo Dall'Oglio: Uomo di dialogo ostaggio in Siria,Pisa,Pisa University Press,,,17–20,,,,9788867415151|8867415158,,,http://worldcat.org/oclc/906790694,,,21st century,Biography|Foreign Missions -- Biography|Political Thought -- Pacifism,Europe -- Italy -- Pisa,"Dall'Oglio, Paolo, 1954–",,,,,,Italian,CULL|REVIEW
Book Chapter,"Baldini, Ugo",2006,"The Reception of a Theory: A Provisional Syllabus of Boscovich Literature, 1746–1800","O'Malley, John W.|Bailey, Gauvin Alexander|Harris, Steven J.|Kennedy, Thomas Frank","The Jesuits II: Cultures, Sciences, and the Arts, 1540–1773",Toronto,University of Toronto Press,,,405–450,,,,9780802038616|0802038611,,,http://worldcat.org/oclc/367474071,,,18th century,Philosophy -- Natural Philosophy|Sciences -- History of Science|Historiography -- Bibliographies,Europe,"Boscovich, Ruggero Giuseppe, 1711–1787",,Essay originally presented as papers at a conference held in 2002.,,,,English,CULL|REVIEW
Book Chapter,"Baldini, Ugo",2008,"The Jesuit College in Macao as a Meeting Point of the European, Chinese and Japanese Mathematical Traditions: Some Remarks on the Present State of Research, Mainly Concerning Sources, 16th–17th Centuries","Saraiva, Luís|Jami, Catherine","History of Mathematical Sciences: Portugal and East Asia III – The Jesuits, the Padroado and East Asian Science (1552–1773)",Singapore,World Scientific,,,33–79,,,,9789812771261|9812771263|9789812771254|9812771255,10.1142/9789812771261_0002,,,https://www.worldscientific.com/doi/10.1142/9789812771261_0002,,16th century|17th century,Foreign Missions -- Education -- Colleges|Foreign Missions -- History -- Local|Foreign Missions -- Sciences -- Mathematics,Asia -- China -- Macau,,,,,,,English,KEEP|REVIEW
Book Chapter,"Baldini, Ugo",2009,The Jesuit Mathematicians in India (1578–1650) as Possible Intermediaries between European and Indian Mathematical Traditions,"Joseph, George Gheverghese",Kerala Mathematics: History and Its Possible Transmission to Europe,Delhi,B. R. Publishing,,,277–305,,,,817646662X|9788176466622,,,http://worldcat.org/oclc/301889484,,,16th century|17th century,Foreign Missions -- Sciences -- Mathematics|Foreign Missions -- Intercultural Dialogue|Foreign Missions -- History -- Regional,Asia -- India -- Kerala,,,"Papers presented at the International Workshop on Medieval Kerala Mathematics: Historical Relevance and Possibilities of Transmission of Europe, held at Trivandrum in December 2005.",,,,English,KEEP|REVIEW
Book Chapter,"Baldini, Ugo",2010,Engineering in the Missions and Missions as Engineering: Claudio Filippo Grimaldi until His Return to Beijing (1694),"Barreto, Luís Filipe","Tomás Pereira, S.J. 1646-1708: Life, Work and World",Lisbon,Centro Científico e Cultural de Macau: Fundação para a Ciência e a Tecnologia,,,75–185,,,,9789728586201|9728586205,,,http://worldcat.org/oclc/701208694,,,17th century|18th century,Foreign Missions -- Technology -- Engineering,Asia -- China -- Beijing,"Pereira, Tomás, 1645–1708|Grimaldi, Claudio Filippo, 1638–1712",,,,,,English,CULL|REVIEW
Book Chapter,"Baldovin, John F.",2010,"Jesuitas, sacerdocio y ministerio sacerdotal: Historia y teología",,"Jesuitas, sacerdocio y liturgia: III Congreso de la Asociación Internacional Jungmann para Jesuitas y Liturgia; Abadía de Montserrat-Cataluña, España, Junio 23-28 de 2008",Mexico City,Obra Nacional de la Buena Prensa,,,9–36,,,,,,,http://worldcat.org/oclc/725613483,,,21st century,Theology -- Sacraments -- Priesthood,,,,|Type of Work:  Conference publication,,,,Spanish,CULL|REVIEW
Book Chapter,"Baldovin, John F.",2015,Liturgical Reform and the Public Role of the Catholic Church,"Faggioli, Massimo|Vicini, Andrea",The Legacy of Vatican II,New York,Paulist Press,,,,6,,,9780809149223|0809149222,,,http://worldcat.org/oclc/899487961,,,20th century,Theology -- Ecclesiology|Theology -- Liturgy,Europe -- Vatican City,,,,,,,English,CULL|REVIEW
Book Chapter,"Balhan, Jean-Marc",2007,A Peculiar Kind of Christian-Muslim Dialogue,"Michel, Thomas F.",Encounter at Mar Musa: Jesuits Among the Muslims,Rome,Secretariat for Interreligious Dialogue,,,20–33,,,,,,,,http://www.sjweb.info/sof/Documents/Mar%20Musa.pdf,,20th century|21st century,Interreligious Dialogue|Muslims|Foreign Missions -- History -- Local,North America -- USA|Asia -- Turkey,,,,,,,English,CULL|REVIEW
Book Chapter,"Ballan, Joseph",2012,Hans Urs von Balthasar: Persuasive Forms or Offensive Signs? Kierkegaard and the Problems of Theological Aesthetics,"Stewart, Jon",Kierkegaard's Influence on Theology,"Farnham, UK; Burlington, VT",Ashgate,3,3,3–24,,,,9781409444800|1409444805,,,http://www.worldcat.org/oclc/793675320,,,20th century,Theology -- Aesthetics,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Chapter,"Ballaster, Rosalind",2005,Bearing Confucius Morals to Britannia's Ears: China,,"Fabulous Orients: Fictions of the East in England, 1662–1785",Oxford,Oxford University Press,,,193–252,,,,9780199267330|0199267332|9780199234295|0199234299,,,http://worldcat.org/oclc/60837766,,,17th century|18th century,Foreign Missions -- Inculturation|Foreign Missions -- Intercultural Dialogue|Foreign Missions -- Philosophy -- Ethics|Confucianism|Foreign Missions -- Writings -- Relations,Asia -- China|Europe -- UK,,"This chapter charts the tendency to represent China as a space of inauthenticity, or fictionality, that emerged in the 18th century with the decline in the dominance and credibility of Jesuit missionary reports. However, this new preoccupation with the fragility and ephemerality of China paradoxically allowed it to continue to play a robust and elastic role in the British cultural imagination. The analysis of fictional texts about China contributes to the increasing seriousness with which the cult of chinoiserie is being treated by economic and cultural historians. The chapter considers four groups of fictional sources, first, oriental tales with a Chinese setting by Thomas-Simon Gueullette, Hoamchi-Vam, Thomas Percy, and Horace Walpole; second, the group of tragic plays about Chinese orphans written by figures as diverse as Voltaire and Elkanah Settle; third, the representation of China as an empire of Dulness in poetry and fiction relating to Alexander Pope's Dunciad; and fourth, published letters written in the voice of the Chinese informant, of which Oliver Goldsmith's Citizen of the World is the most impressive, if late, example.",,,,,English,CULL|REVIEW
Book Chapter,"Balleis, Peter",2016,"Global Human Mobility, Refugees, and Jesuit Education at the Margins","Banchoff, Thomas|Casanova, José",The Jesuits and Globalization: Historical Legacies and Contemporary Challenges,"Washington, D.C.",Georgetown University Press,,,224–238,11,,,9781626162877|9781626162860,,,www.worldcat.org/oclc/9553361,http://press.georgetown.edu/book/georgetown/jesuits-and-globalization,,,Identity -- Social Justice|Foreign Missions -- Education |Ministries -- Refugees,,,,,,,,English,KEEP|REVIEW
Book Chapter,"Balsamo, Luigi",2009,Il Commentario di Transilvania (1584) di Antonio Possevino,"Castaldini, Alberto","Antonio Possevino: I gesuiti e la loro eredità culturale in Transilvania; Atti della Giornata di studio, Cluj-Napoca, 4 dicembre 2007",Rome,Institutum Historicum Societatis Iesu,,,39–58,,,,9788870413670|8870413675,,,http://worldcat.org/oclc/471455480,,,16th century,Foreign Missions -- Writings |Foreign Missions -- Politics |History -- Regional,Europe -- Romania -- Transylvania,"Possevino, Antonio, 1533–1611",,,,,,Italian,CULL|REVIEW
Book Chapter,"Balsera, Viviana Díaz",2005,Cleansing Mexican Antiquity: Sor Juana Inés de la Cruz and the Ioa to The Divine Narcissus,"Castillo, Susan|Schweitzer, Ivy",A Companion to the Literatures of Colonial Latin America,"Malden, MA",Blackwell,,,292–305,,,,1405112913|9781405112918,10.1002/9780470996416.ch18,,http://worldcat.org/oclc/57341991,,,16th century|17th century|18th century,Foreign Missions -- Literature|Foreign Missions -- Women|Foreign Missions -- History -- Regional,North America -- Mexico,,,,,,,English,CULL|REVIEW
Book Chapter,"Balthasar, Hans Urs von",2009,From Mysterium paschale,"Rogers, Eugene F.",The Holy Spirit: Classic and Contemporary Readings,"Chichester, UK",Wiley-Blackwell,,,205–208,21,,,9781405136235|1405136235,,,http://worldcat.org/oclc/221152899,,,20th century,Theology -- Dogmatic,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Chapter,"Balthasar, Hans Urs von",2014,Epilogo,,Misterio y ministerios de la mujer,Madrid,Fundación Maior,,,,,,"Montero Casado de Amezúa, Francisco Javier",9788493677794|8493677795,,,http://worldcat.org/oclc/900036507,,,20th century,Women -- Ministries|Ministries -- Pastoral Activities,,"von Balthasar, Hans Urs, 1905–1988",,"Epilogue by Hans Urs von Balthasar. Translated from the French, Louis Bouyer, Mysterè et ministères de la femme.",,,,Spanish,CULL|REVIEW
Book Chapter,"Banchoff, Thomas",2016,Jesuit Higher Education and the Global Common Good,"Banchoff, Thomas|Casanova, José",The Jesuits and Globalization: Historical Legacies and Contemporary Challenges,"Washington, D.C.",Georgetown University Press,,,239–260,12,,,9781626162877|9781626162860,,,www.worldcat.org/oclc/9553361,http://press.georgetown.edu/book/georgetown/jesuits-and-globalization,,,Education -- Identity|Identity -- Social Justice|Political Thought,,,,,,,,English,KEEP|REVIEW
Book Chapter,"Baptista, Francisco de Sales",2006,"Francisco Xavier, o amigo apóstolo",,"S. Francisco Xavier, 450 anos da sua morte, 1552–2002: V Semana de Estudos de Espiritualidade Inaciana",Braga,Apostolado da Oração,,,47–68,,,,9723906325|9789723906325,,,http://worldcat.org/oclc/214314103,,,16th century,Foreign Missions -- Biography|Foreign Missions -- Evangelization -- Strategies|Saints and Blessed,Asia,"Francis Xavier, Saint, 1506–1552",,,,,,Portuguese,CULL|REVIEW
Book Chapter,"Barbafieri, Carine",2007,Égarements du coeur et voie de l'esprit: Une comparaison entre le Brutus du P. Porée (1708) et le Brutus de C. Bernard (1690),"Piéjus, Anne","Plaire et instruire: Le spectacle dans les collèges de l'Ancien Régime; Actes du colloque de Paris, Bibliothèque nationale de France, 17–19 novembre 2005","Rennes, France",Presses universitaires de Rennes,,,173–190,,,,9782753503632|275350363X,,,http://worldcat.org/oclc/421868661,,,18th century,Arts -- Theater -- Drama|Education -- Colleges -- Drama,Europe -- France,"Porée, Charles, 1676–1741",,,,,,French,CULL|REVIEW
Book Chapter,"Barbara-Pons, Bénèdicte",2007,Discours et pouvoirs au Colegio Real del Espíritu Santo de Salamanque: Poser la première pierre et le dire (12 novembre 1617),"Molinié-Bertrand, Annie|Merle, Alexandra|Guillaume-Alonso, Araceli",Les jésuites en Espagne et en Amérique: Jeux et enjeux du pouvoir (XVIe-XVIIIe siècles),Paris,Presses de l'Université Paris-Sorbonne,,,495–570,,,,9782840504894|2840504898,,,http://worldcat.org/oclc/85886140,,,17th century,Education -- Colleges -- History -- Local |Education -- Colleges -- Social History,Europe -- Spain -- Salamanca,,,,,,,French,CULL|REVIEW
Book Chapter,"Barbieri, Patrizio",2007,The Jesuit Acousticians and the Problem of Wind Instruments (c.1580–1680),"Engelhardt, Markus|Heinemann, Michael",Ars magna musices: Athanasius Kircher und die Universalität der Musik; Vorträge des deutsch-italienischen Symposiums aus Anlass des 400. Geburtstages von Athanasius Kircher (1602–1680),"Laaber, Germany",Laaber,,,,,,,9783890076805|3890076807,,,http://worldcat.org/oclc/164113429,,,17th century,Arts -- Music|History -- Technology,,"Kircher, Athanasius, 1602–1680",,|Type of Work:  Conference publication,,,,English,KEEP|REVIEW
Book Chapter,"Barbieri, Renato",2007,Malagrida: Um humanista radical; Observações sobre um documentário,"Bingemer, Maria Clara Lucchetti|Neutzling, Inácio|MacDowell, João A.","A globalização e os Jesuítas: Origens, história e impactos",São Paolo,Loyola,,,243–245,,,,9788515032921|8515032929,,,http://worldcat.org/oclc/732871731,,,18th century,Foreign Missions -- Biography -- Intellectual,South America -- Brazil,"Malagrida, Gabriel, 1689–1761",,,,,,Portuguese,CULL|REVIEW
Book Chapter,"Barcelos, Artur Henrique Franco",2011,El saber cartográfico indígena entre los guaraníes de las misiones jesuíticas,"Wilde, Guillermo",Saberes de la conversión: Jesuitas indígenas e imperios coloniales en las fronteras de la cristiandad,Buenos Aires,Editorial SB,,,191–204,,,,9789871256938|9871256930,,,http://www.worldcat.org/oclc/819532570,,,16th century|17th century|18th century,Foreign Missions -- Cartography,South America -- Paraguay|South America -- Uruguay|South America -- Brazil|South America -- Argentina,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Bargellini, Clara",2011,Lugares de reliquias: La Capilla de Loreto y el Relicario de San José,"Montero Alarcón, Alma",Jesuitas: Su expresión mística y profana en la Nueva España,Toluca de Lerdo; Mexico City,Instituto Nacional de Antropología e Historia,,,,,,,9786074951042|6074951047|968484655X|9789684846555,,,http://www.worldcat.org/oclc/775668602,,,16th century|17th century|18th century,Foreign Missions -- Arts -- Relics,North America -- Mexico|North America -- USA,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Bargiacchi, Enzo",2008,"A Bridge across Two Cultures: Ippolito Desideri S.J.(1684–1733), A Brief Bibliography",,,Florence,Istituto geografico militare,,,62,,,"Wood, Ailsa",,,,http://worldcat.org/oclc/497020506,,,18th century,Foreign Missions -- Intercultural Dialogue|Foreign Missions -- Interreligious Dialogue -- Buddhism|Foreign Missions -- Travel -- Writings,Asia -- China -- Tibet,"Desideri, Ippolito, 1684–1733",,"Contribution to the XVth Congress of the International Association of Buddhist Studies (Atlanta, June 2008).|Translated by Ailsa Wood from an unpublished Italian text.",,,,English,CULL|REVIEW
Book Chapter,"Bargiacchi, Enzo",2009,L'esperienza tibetana di padre Ippolito Desideri,"Gasbarro, Nicola",Le culture dei missionari,Rome,Bulzoni,,,101–124,,,,9788878703667|8878703664,,,http://worldcat.org/oclc/311817041,,,18th century,Foreign Missions|Biography,Asia -- China -- Tibet,"Desideri, Ippolito, 1684–1733",,"Paper presented to the meeting, Udine, 2006.",,,,Italian,CULL|REVIEW
Book Chapter,"Barnes, Michael Horace",2003,On Being Theological: A Christian Encounter with Buddhism,"Kendall, Danial|O'Collins, Gerald",In Many and Diverse Ways: In Honor of Jacques Dupuis,"Maryknoll, NY",Orbis,,,,4,,,1570755108|9781570755101,,,http://worldcat.org/oclc/52271736,,,20th century|21st century,Theology -- Comparative|Interreligious Dialogue -- Buddhism,,"Dupuis, Jacques, 1923–2004",,,,,,English,CULL|REVIEW
Book Chapter,"Barnett, Christopher B.",2012,Henri de Lubac: Locating Kierkegaard amid the 'Drama' of Nietzschean Humanism,"Stewart, Jon",Kierkegaard's Influence on Theology,"Surrey, UK; Burlington. Vermont",Ashgate,3,3,97–110,,,,9781409444800|1409444805,,,http://www.worldcat.org/oclc/793675320,,,20th century,Theology,,"de Lubac, Henri, 1896–1991",,,,,,English,CULL|REVIEW
