Reference Type,Author of Review,Year,Title of Review,Title of Journal,Volume,Issue,Page Range,Reviewed Author,Reviewed Editor,Reviewed Translator,Reviewed Title,Epub Date,Date,ISSN,DOI,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Review,"Bourgine, Benoît",2011,"Review of: Le Christ de Calvin AND Le mystère du Christ d’après Henri de Lubac AND Tillichs frühe Christologie: Eine Untersuchung zu Offenbarung und Geschichte bei Tillich vor dem Hintergrund seiner Schellingsrezeption AND The Christology of John Macquarrie AND Encyclopédie: Jésus le Christ chez saint Thomas d’Aquin; Texte de la Tertia Pars (ST IIIa) traduit et commenté, accompagné de donées historiques et doctrinales et de ciquante textes choisis",Revue théologique de Louvain,42,1,84–90,Pierre Gisel|Étienne Guibert|Georg Neugebauer|Vernon L. Purdy|Jean-Pierre Torrell,,,"Le Christ de Calvin|Le mystère du Christ d’après Henri de Lubac|Tillichs frühe Christologie:: Eine Untersuchung zu Offenbarung und Geschichte bei Tillich vor dem Hintergrund seiner Schellingsrezeption|The Christology of John Macquarrie|Encyclopédie: Jésus le Christ chez saint Thomas d’Aquin; Texte de la Tertia Pars (ST IIIa) traduit et commenté, accompagné de donées historiques et doctrinales et de ciquante textes choisis",,,0080-2654|1783-8401,10.2143/RTL.42.1.2066230,,http://poj.peeters-leuven.be/content.php?url=article&id=2066230&journal_code=RTL,,20th century,Theology -- Christology,,"de Lubac, Henri, 1896–1991",,,,,,French,CULL|REVIEW|BRMULT
Book Review,"Bourgine, Benoît",2012,Review of: Correspondance AND Le rayonnement d'une amitié: Correspondance avec la famille Bégouën,Revue théologique de Louvain,43,4,602–603,"Pierre Teilhard de Chardin and Lucile Swan|Pierre Teilhard de Chardin, edited by Michel Hermans and Pierre Sauvage",,,Correspondance|Le rayonnement d'une amitié: Correspondance avec la famille Bégouën,,,0080-2654|1783-8401,10.2143/RTL.43.4.2182876,,http://poj.peeters-leuven.be/content.php?url=article&id=2182876&journal_code=RTL,,20th century,Epistolography|Biography,Europe -- France|North America -- USA,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,French,CULL|REVIEW|BRMULT
Book Review,"Bourgine, Benoît",2012,Review of: Existence presbytérale: Contribution à théologie du ministère dans l’Église AND Traité fondamental de la foi: Études sur le concept du christianisme,Revue théologique de Louvain,43,4,573–576,"Karl Rahner, edited by Christoph Theobald|Karl Rahner, edited by Évelyne Maurice",,,Existence presbytérale: Contribution à théologie du ministère dans l’Église|Traité fondamental de la foi: Études sur le concept du christianisme,,,0080-2654|1783-8401,10.2143/RTL.43.4.2182875,,http://poj.peeters-leuven.be/content.php?url=article&id=2182875&journal_code=RTL,,20th century,Theology -- Systematic|Theology -- Pastoral -- Clergy,,"Rahner, Karl, 1904–1984",,,,,,French,CULL|REVIEW|BRMULT
Book Review,"Bourgine, Benoît",2013,"Review of: Hans Urs von Balthasar, 1905–1988",Revue théologique de Louvain,44,1,99–104,"Holzer, Vincent",,,"Hans Urs von Balthasar, 1905–1988",,,0080-2654,10.2143/RTL.44.1.2963274,,http://poj.peeters-leuven.be/content.php?url=issue&journal_code=RTL&issue=1&vol=44,,20th century,Theology,Europe,"von Balthasar, Hans Urs, 1905–1988",,,,,,French,CULL|REVIEW
Book Review,"Bozak-De Leo, Lillian",2002,Review of: A Sacramental Life: A Festschrift Honoring Bernard Cooke,Horizons (USA),31,2,444–445,,"Barnes, Michael Horace|Roberts, William P.",,A Sacramental Life: A Festschrift Honoring Bernard Cooke,,Fall,0360-9669|2050-8557,,,,,20th century|21st century,Theology -- Sacraments|Biography -- Intellectual,North America -- USA -- Wisconsin,"Cooke, Bernard, 1922–2013",,,,,,English,CULL|REVIEW
Book Review,"Brackley, Dean",2001,Review of: The Ground Beneath the Cross: The Theology of Ignacio Ellacuría,Theological Studies,62,1,176–178,,,,The Ground Beneath the Cross: The Theology of Ignacio Ellacuría,,March,0040-5639,,,,,20th century,Theology -- Liberation|Theology -- Anthropology,,"Ellacuría, Ignacio, 1930–1989",,,,,,English,CULL|REVIEW
Book Review,"Brackley, Dean",2007,Review of: Love That Produces Hope: The Thought of Ignacio Ellacuría,Theological Studies,68,4,932–934,,"Burke, Kevin F.|Lassalle-Klein, Robert",,Love That Produces Hope: The Thought of Ignacio Ellacuría,,December,0040-5639|2169-1304,10.1177/004056390706800418,,http://tsj.sagepub.com/content/68/4/932.full.pdf+html,,20th century,Theology|Biography -- Intellectual,,"Ellacuría, Ignacio, 1930–1989",,,,,,English,CULL|REVIEW
Book Review,"Braskamp, Larry A.",2009,Review of: A Jesuit Education Reader,Christian Higher Education,8,4,342–345,"Traub, George W.",,,A Jesuit Education Reader,,September,1536-3759,10.1080/15363750903054418,,,,21st century,Education -- Identity|Education -- Mission,North America -- USA,,,,,,,English,KEEP|REVIEW
Book Review,"Braverman, John M.",2012,Review of: Biological Evolution: Facts and Theories. A Critical Appraisal 150 Years After The Origin of Species,Theology and Science,10,3,333–334,,"Auletta, Gennaro|Leclerc, Marc|Martínez, Rafael A.",,Biological Evolution: Facts and Theories. A Critical Appraisal 150 Years After The Origin of Species,,,1474-6700,10.1080/14746700.2012.695250,,http://www.tandfonline.com/doi/full/10.1080/14746700.2012.695250#.U16I4a1dUyM,,20th century,Sciences -- Biology -- Evolution|Theology -- Sciences,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,English,CULL|REVIEW
Book Review,"Bray, Francesca",2007,"Review of: On Their Own Terms: Science in China, 1550–1900",British Journal for the History of Science,40,3,439–441,"Elman, Benjamin A.",,,"On Their Own Terms: Science in China, 1550–1900",,September,0007-0874 |1474-001X,10.1017/S0007087407000039,,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=1314832&fulltextType=BR&fileId=S0007087407000039,,16th century|17th century|18th century,Foreign Missions -- Sciences -- History -- Regional,Asia -- China,,,,,,,English,CULL|REVIEW
Book Review,"Brazier, Paul",2012,Review of: Christians in China A.D. 600 to 2000,Heythrop Journal,53,6,1073–1075,"Charbonnier, Jean-Pierre",,,Christians in China A.D. 600 to 2000,,November,1468-2265,10.1111/j.1468-2265.2012.00769_49.x,,http://onlinelibrary.wiley.com/doi/10.1111/j.1468-2265.2012.00769_49.x/abstract,,16th century|17th century|18th century|19th century|20th century,Foreign Missions,Asia -- China,,,,,,,English,CULL|REVIEW
Book Review,"Brazier, Paul",2015,Review of: Karl Barth and Hans Urs von Balthasar: A Critical Engagement,Heythrop Journal,56,6,1060–1061,"Wigley, Stephen D.",,,Karl Barth and Hans Urs von Balthasar: A Critical Engagement,,November,0018-1196|1468-2265,10.1111/heyj.28_12271,,http://onlinelibrary.wiley.com/doi/10.1111/heyj.28_12271/abstract,,20th century,Theology|Protestantism,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Review,"Brejon de Lavergnée, Arnauld",2003,"Review of: Baroque: The Jesuit Vision [Baroque, vision jésuite: Du Tintoret à Rubens]; Held at the Musée des Beaux-Arts, Caen, France, 2003",Burlington Magazine,145,1208,812–814,,,,"Baroque: The Jesuit Vision [Baroque, vision jésuite: Du Tintoret à Rubens]; Held at the Musée des Beaux-Arts, Caen, France, 2003",,November,0007-6287,,,,,16th century|17th century|18th century,Arts -- History -- Baroque|Arts -- Painting|Arts -- Images,Europe -- France|Europe -- Italy|Europe -- Spain|Europe -- Belgium -- Flanders,,"Review of exhibition entitled ""Baroque: the Jesuit Vision (""Baroque, vision jésuite. Du Tintoret à Rubens"")"" held at the Musée des Beaux-Arts, Caen, France, in 2003.",,,,,English,KEEP|REVIEW
Book Review,"Brennan, Katherine S.",2008,Review of: Sacred Boundaries: Religious Coexistence and Conflict in Early Modern France,Archivum historicum Societatis Iesu,77,154,501–509,"Luria, Keith P.",,,Sacred Boundaries: Religious Coexistence and Conflict in Early Modern France,,July–December,0037-8887,,,,,17th century,History -- Regional|Controversies -- Protestantism,Europe -- France,,,,,,,English,CULL|REVIEW
Book Review,"Brennan, Sean",2017,Review of: With God in America: The Spiritual Legacy of an Unlikely Jesuit,Journal of Jesuit Studies,4,2,349–351,"Ciszek, Walter J.",,,With God in America: The Spiritual Legacy of an Unlikely Jesuit,,,2214-1324|2214-1332,10.1163/22141332-00402008-18,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00402008-18,,20th century,Biography -- Intellectual|Theology|Spirituality,North America -- USA,"Ciszek, Walter J., 1904–1984",,,,,,English,KEEP|REVIEW
Book Review,"Bretelle-Establet, Florence",2016,Review of: Concepts of Nature: A Chinese-European Cross-Cultural Perspective,"East Asian Science, Technology and Society",10,3,315–319,,"Vogel, Hans Ulrich|Dux, Günter",,Concepts of Nature: A Chinese-European Cross-Cultural Perspective,,,1875-2152|1875-2160,10.1215/18752160-3442680,,http://muse.jhu.edu/article/628678,,16th century|17th century|18th century,Foreign Missions -- Sciences |Foreign Missions -- Philosophy -- Nature|Foreign Missions -- Intercultural Dialogue,Asia -- China,,,,,,,English,CULL|REVIEW
Book Review,"Bretones, Paulo Sérgio",2012,Review of: Astronomia na Amazônia no século XVIII (Tratado de Madri): os astrônomos Szentmártonyi e Brunelli - instrumentos astronômicos e livros científicos,"História, ciências, saúde—Manguinhos",19,3,1085–1089,"Moura, Carlos Francisco",,,Astronomia na Amazônia no século XVIII (Tratado de Madri): os astrônomos Szentmártonyi e Brunelli - instrumentos astronômicos e livros científicos,,,0104-5970|1678-4758,10.1590/S0104-59702012000300017,,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300017&lng=en&nrm=iso&tlng=en,,18th century,Foreign Missions -- Sciences -- Astronomy|Sciences -- Astronomy,South America -- Brazil,,,,,,,Portuguese,CULL|REVIEW
Book Review,"Brett, Annabel",2007,"Review of: Jesuit Political Thought: The Society of Jesus and the State, c.1540–1630",History of Political Thought,28,1,183–185,"Höpfl, Harro",,,"Jesuit Political Thought: The Society of Jesus and the State, c.1540–1630",,Spring,0143-781X,,,,,16th century|17th century,Political Thought|Theology -- Scholasticism,Europe,"Suárez, Francisco, 1548–1617|Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621|Molina, Luis de, 1535–1600",,,,,,English,KEEP|REVIEW
Book Review,"Brett, Edward T.",2015,Review of: Nuestra fe: A Latin American Church History Sourcebook,International Bulletin of Missionary Research,39,1,49–50,,"González, Ondina E.|González, Justo L.",,Nuestra fe: A Latin American Church History Sourcebook,,January,0272-6122,10.1177/239693931503900126,,http://journals.sagepub.com/doi/pdf/10.1177/239693931503900126,,16th century|17th century|18th century|19th century|20th century|21st century,Foreign Missions -- History -- Regional -- Church History|Foreign Missions -- Evangelization -- Strategies,North America|South America,,,,,,,English,CULL|REVIEW
Book Review,"Bretz, Annamária",2006,Review of: Pázmány Péter: Bibliográfia 1598–2004,Irodalomtörténeti közlemények,110,3–4,429–431,"Adonyi, Judit|Maczák, Ibolya",,,Pázmány Péter: Bibliográfia 1598–2004,,,0021-1486|1588-0834,,,http://epa.oszk.hu/00000/00001/00433/pdf/ITK_EPA00001_2006_03-04_425-454.pdf,,16th century|17th century|18th century|19th century|20th century|21st century,Philosophy |Historiography -- Bibliographies|Biography -- Intellectual,Europe -- Hungary,"Pázmány, Péter, 1570–1637",,,,,,Hungarian,CULL|REVIEW
Book Review,"Brewer, Keagan",2012,Review of: A Jesuit in the Forbidden City: Matteo Ricci 1552–1610,Journal of Religious History,36,1,137–138,"Hsia, R. Po-chia",,,A Jesuit in the Forbidden City: Matteo Ricci 1552–1610,,,0022-4227|1467-9809,10.1111/j.1467-9809.2011.01100.x,,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-9809.2011.01100.x/abstract,,16th century|17th century,Foreign Missions,Asia -- China,"Ricci, Matteo, 1552–1610",,,,,,English,KEEP|REVIEW
Book Review,"Brewster, Claire",2015,"Review of: Jesuit Student Groups, the Universidad Iberoamericana, and Political Resistance in Mexico, 1913–1979",Journal of Jesuit Studies,2,1,170–172,"Espinosa, David",,,"Jesuit Student Groups, the Universidad Iberoamericana, and Political Resistance in Mexico, 1913–1979",,,2214-1324|2214-1332,10.1163/22141332-00201005-21,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00201005-21,,20th century,Foreign Missions -- Education -- Universities -- Students|Foreign Missions -- Politics|Foreign Missions -- History -- Regional,North America -- Mexico -- Mexico City,,,,,,,English,KEEP|REVIEW
Book Review,"Brian, Rustin E.",2010,Review of: Corpus mysticum: The Eucharist and the Church in the Middle Ages,International Journal of Systematic Theology,12,4,494–497,"Lubac, Henri de",,,Corpus mysticum: The Eucharist and the Church in the Middle Ages,,October,1468-2400,10.1111/j.1468-2400.2009.00435.x,,http://onlinelibrary.wiley.com/doi/10.1111/j.1468-2400.2009.00435.x/abstract,,20th century,Theology -- Ecclesiology|Theology -- Eucharist,Europe,"de Lubac, Henri, 1896–1991",,,,,,English,CULL|REVIEW
Book Review,"Briggs, Robin",2015,"Review of: Jesuit Civil Wars: Theology, Politics and Government under Tirso González (1687–1705)",European History Quarterly,45,2,380–381,"Gay, Jean-Pascal",,,"Jesuit Civil Wars: Theology, Politics and Government under Tirso González (1687–1705)",,April,0265-6914,10.1177/0265691415572796m,,http://ehq.sagepub.com/content/45/2/380.full.pdf+html,,17th century|18th century,Theology -- Moral -- Controversies -- Probabilism|Generals -- Tirso González de Santalla|Generals -- Government|History -- General -- Politics,Europe -- Spain|Europe -- Italy -- Rome,"González de Santalla, Tirso, 1624–1705",,,,,,English,KEEP|REVIEW
Book Review,"Brigham, Erin",2013,Review of: Jesuit and Feminist Education: Intersections in Teaching and Learning for the Twenty-First Century,Theological Studies,74,,774,,"Boryczka, Jocelyn M.|Petrino, Elizabeth A.",,Jesuit and Feminist Education: Intersections in Teaching and Learning for the Twenty-First Century,,September,0040-5639,,,,,21st century,Education -- Universities -- Women,North America -- USA,,,,,,,English,KEEP|REVIEW
Book Review,"Britnell, Jennifer",2003,"Review of: Early Modern Catholicism: Essays In Honour of John W. O'Malley, S.J",Theological Studies,54,1,392–295,,,,"Early Modern Catholicism: Essays In Honour of John W. O'Malley, S.J",,April,0022-5185,,,,,20th century|21st century,Historiography -- Church History|Biography -- Intellectual,North America -- USA -- District of Columbia -- Washington,"O'Malley, John W., 1927–",,,,,,English,CULL|REVIEW
Book Review,"Brito, Emilio",2007,"Review of: Anthropologie et mystique selon Henri de Lubac: “L’esprit de l’homme,” ou la présence de Dieu en l’homme",Revue théologique de Louvain,38,2,270–271,"Moulins-Beaufort, Eric de",,,"Anthropologie et mystique selon Henri de Lubac: “L’esprit de l’homme,” ou la présence de Dieu en l’homme",,,0080-2654|1783-8401,10.2143/RTL.38.2.2020841,,http://poj.peeters-leuven.be/content.php?url=article&id=2020841&journal_code=RTL,,20th century,Mysticism|Theology -- Anthropology,,"de Lubac, Henri, 1896–1991",,,,,,French,CULL|REVIEW
Book Review,"Brito, Emilio",2007,Review of: Lógica de la existencia y lógica de la fe: Su correspondencia en H. Bouillard,Revue théologique de Louvain,38,3,419–420,"Blanco, Juan Carlos Carvajal",,,Lógica de la existencia y lógica de la fe: Su correspondencia en H. Bouillard,,,0080-2654|1783-8401,10.2143/RTL.38.3.2022855,,http://poj.peeters-leuven.be/content.php?url=article&id=2022855&journal_code=RTL,,20th century,Philosophy -- Existence|Theology -- Philosophy,,"Bouillard, Henri, 1908–1981",,,,,,French,CULL|REVIEW
Book Review,"Brito, Emilio",2007,Review of: Mémoire sur l’occasion de mes écrits,Revue théologique de Louvain,38,3,421–422,"Lubac, Henri de",,,Mémoire sur l’occasion de mes écrits,,,0080-2654|1783-8401,10.2143/RTL.38.3.2022855,,http://poj.peeters-leuven.be/content.php?url=article&id=2022855&journal_code=RTL,,20th century,Theology -- Writings|Biographies -- Autobiographies -- Intellectual,,"de Lubac, Henri, 1896–1991",,,,,,French,CULL|REVIEW
Book Review,"Brito, Emilio",2007,"Review of: Que l’homme puisse créer: L’humanisme de Gaston Fessard, s.j.",Revue théologique de Louvain,38,3,420,"Aumont, Michèle",,,"Que l’homme puisse créer: L’humanisme de Gaston Fessard, s.j.",,,0080-2654|1783-8401,10.2143/RTL.38.3.2022855,,http://poj.peeters-leuven.be/content.php?url=article&id=2022855&journal_code=RTL,,20th century,Theology -- Anthropology|Philosophy -- Anthropology,,"Fessard, Gaston, 1897–1978",,,,,,French,CULL|REVIEW
