Reference Type,Author,Year,Title,Place Published,Publisher,Volume,Number of Volumes,Number of Pages,Editor,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book,"Bailey, Gauvin Alexander",2009,"Between Renaissance and Baroque: Jesuit Art in Rome, 1565–1610",Toronto,University of Toronto Press,,,"xi, 406",,2nd,,0802037216|9780802037213|9781442610309|1442610301,,,http://worldcat.org/oclc/692659757,,,16th century|17th century,Arts -- Painting -- Frescos|Arts -- Baroque|Education -- Colleges -- Art -- Decoration|Churches -- Art,Europe -- Italy -- Rome,,"Between Renaisance and Baroque is a stunning achievement—the first book to be written about the original painting commissions of the Jesuits in Rome. Offering a uniquely comprehensive and comparative analysis of the paintings and stuccoes which adorned all of the Jesuit foundations in the city during their first half century of existence, the study treats some of the most crucial monuments of late Renaissance painting including the original decorations of the church of the Gesu and the Collegio Romano, and the martyrdom frescoes at S. Stefano Rotondo.",|Original Publication:  2003,,,,English,KEEP|REVIEW
Book,"Bailey, Gauvin Alexander",2010,The Andean Hybrid Baroque: Convergent Cultures in the Churches of Colonial Peru,"Notre Dame, IN",University of Notre Dame Press,,,"xix, 642",,,,9780268022228|0268022224,,,http://worldcat.org/oclc/640919103,,,17th century|18th century|19th century,Foreign Missions -- Arts -- Baroque|Foreign Missions -- Accommodation,South America -- Peru,,"In spite of decades of scholarship, our understanding of the Andean Hybrid Baroque and its churches has been severely handicapped by a lack of archival documentation and consistent stylistic analysis....I wrote this study specifically to fill these gaps.""--From the Introduction"" ""The Andean Hybrid Baroque is the first comprehensive study of the architecture and architectural sculpture of southern Peru in the late colonial period (1660s-1820s), an enduring and polemical subject in Latin American art history. In the southern Andes during the last century and a half of colonial rule, when the Spanish crown was losing its grip on the Americas and Amerindian groups began organizing into activist and increasingly violent political movements, a style of architectural sculpture emerged that remains one of the most vigorous and creative outcomes of the meeting of two cultures. The Andean Hybrid Baroque (also known as ""Mestizo Style"") was a flourishing school of carving distinguished by its virtuoso combination of European late Renaissance and Baroque forms with Andean sacred and profane symbolism, some of it originating in the pre-Hispanic era. The Andean Hybrid Baroque found its genesis and most comprehensive iconographical expression in the architecture of Catholic churches, chapels, cloisters, and conventual buildings."" ""Drawing on hundreds of primary documents and on ethno-historical and anthropological literature that has rarely been applied to an art-historical subject, Gauvin Alexander Bailey provides the most substantial study of Colonial Peruvian architecture in decades. The product of six years of photographic surveys in Peru, Bolivia, and Argentina, as well as research in governmental and ecclesiastical archives in Latin America and Europe, Bailey's richly illustrated study examines the construction history and decoration of fifty churches. It offers a fundamentally new understanding of the chronology, regional variations, and diffusion of the Andean Hybrid Baroque style, as well as a fresh interpretation of its relationship to indigenous Andean culture.""--BOOK JACKET.",,,,,English,CULL|REVIEW
Book,"Bailey, Gauvin Alexander",2012,"Art on the Jesuit Missions in Asia and Latin America, 1542–1773",Toronto,University of Toronto Press,,,310,,,,0802085075|9780802085078|0802046886|9780802046888,,,http://www.worldcat.org/oclc/841200328,,,16th century|17th century|18th century,Foreign Missions -- Arts,Asia|North America|South America,,,,,,,English,KEEP|REVIEW
Book,"Balázs, Mihály",2006,Felekezetiség és fikció: Tanulmányok 16–17. századi irodalmunkról,Budapest,Balassi,,,227,,,,963506683X|9789635066834,,,http://worldcat.org/oclc/122431043,,,16th century|17th century,History -- Regional|Literature -- History|Ministries -- Preaching|Politics,Europe -- Hungary -- Transylvania|Europe -- Romania -- Transylvania,"Pázmány, Péter, 1570–1637",,,,,,Hungarian,CULL|REVIEW
Book,"Balde, Jakob|Hess, Günter|Lukas, Veronika|Stroh, Wilfried|Wiener, Claudia",2013,Christus und Cupido: Embleme aus Jacob Baldes Poetenklasse von 1628,Regensburg,Schnell + Steiner,,,251 p.,,,,9783795425760 (hd.bd.)|379542576X (hd.bd.),,,http://www.worldcat.org/oclc/823229692,,,17th century,Literature -- Emblems,,"Balde, Jakob, 1604–1668","Jacob Baldes Erstlingswerk ist ein mit den Schülern seiner Münchner Gymnasialklasse im Jahr 1628 erarbeiteter Zyklus von 65 Emblemen (Bildgedichten). Es zeigt bereits viele der Eigenschaften, die Balde zu Deutschlands berühmtestem Dichter in seinem Jahrhundert machen sollten.","(OCoLC)828187238|nach Vorarbeiten von Günter Hess ; herausgegeben von Veronika Lukas, Wilfried Stroh, Claudia Wiener.|facsims. ; 25 cm.|Includes bibliographical references (p. 249–250)|Vorbemerkung der Herausgeber -- Die Welt als Spielball Cupidos: Jacob Baldes manieristisches Theatrum emblematicum von 1628 / Günter Hess -- De Dei et mundi amore: Jacob Baldes Emblemsamlung in ihren theologischen und literarischen Traditionen / Wilfried Stroh -- Dichter, Schüler und Embleme: zum Entstehungs- und Überlieferungskontext der Embleme Clm 272713(3 / Claudia Wiener -- Edition mit Übersetzung und sprachlichen Erläuterungen -- Bildbeschreibung und Kommentar zu den Emblemen.|Jesuitica ; Bd. 18.",,,,German|Latin,CULL|REVIEW
Book,"Baldotto, Gianni",2006,Angeli perduti: Nell'arcadia Guaranì,Treviso,Tintoretto,,,147,,,,,,,http://worldcat.org/oclc/164806889,,,16th century|17th century|18th century,Foreign Missions -- Indigenous People|Foreign Missions -- History -- Regional,South America -- Paraguay|South America -- Uruguay|South America -- Brazil|South America -- Argentina,,,,,,,Italian,CULL|REVIEW
Book,"Balleis, Peter",2007,Leidenschaft für die Welt,Würzburg,Echter,,,95,,,,342902885X|9783429028855,,,http://worldcat.org/oclc/162457114,,,21st century,Identity|Spirituality -- Ignatius of Loyola,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,German,CULL|REVIEW
Book,"Balsamo, Luigi",2006,"Antonio Possevino S.I., bibliografo della Controriforma e diffusione della suo opera in area anglicana",Florence,L. S. Olschki,,,225,,,,8822255690|9788822255693,,,http://worldcat.org/oclc/76000825,,,17th century,Library Science|History -- Regional -- Counter-Reformation|Controversies -- England|Biography,Europe,"Possevino, Antonio, 1533–1611",,,,,,Italian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Teologija istorii [Теология истории],Moscow,"Institut filosofii, teologii i istorii sv. Fomy",,,135,,,,5942420300|9785942420307,,,http://worldcat.org/oclc/695563282,,,20th century,Theology -- History,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Theologie der Geschichte.,,,,Russian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Teodramatyka,Kraków,WAM,"2: Osoby dramatu, Part 1: Człowiek w Bogu",,420,,,"Szymona, Wiesław",8372219893|9788372219893,,,http://worldcat.org/oclc/749736271,,,20th century,Theology -- Dramatic,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Theodramatik.|Original Publication:  2003,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Teodramatica,Madrid,Encuentro,2: Las personas del drama: el hombre en Dios,,409,,,"Bueno de la Fuente, Eloy|Camarero, Jésus",8474902576|9788474902570|9788474902792|8474902797,,,http://worldcat.org/oclc/818244297,,,20th century,Theology -- Dramatic,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Theodramatik: Die personen des spiels: der mensch in Gott.,,,,Spanish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Solo l'amore è credibile,Turin,Borla,,,123,,,"Rettori, Mario",8826301093|9788826301099,,,http://worldcat.org/oclc/650854191,,,20th century,Theology -- Systematic|Theology -- Anthropology,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Glaubhaft ist nur Liebe.,,,,Italian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Sólo el amor es digno de fe,Salamanca,Sígueme,,,141,,2nd,"Cordovilla Pérez, Ángel",9788430115419|8430115412,,,http://worldcat.org/oclc/150369209,,,20th century,Theology -- Systematic|Theology -- Anthropology,,"von Balthasar, Hans Urs, 1905–1988",,"Translation of Glaubhaft ist nur Lieve, Einsiedeln: Johannes Verlag, 2000.",,,,Spanish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Serce mira,Moscow,"Institut filosofii, teologii i istorii sv. Fomy",,,150,,,"Karcovnika, Vjačeslava",5942420297|9785942420291,,,http://worldcat.org/oclc/724073894,,,20th century,Theology -- Systematic|Theology -- Anthropology|Theology -- Spirituality,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Herz der Welt.,,,,Russian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Pisma wybrane,Kraków,WAM,,,190,,,"Urban, Marek|Jankowska, Dorota",8373186247|9788373186248,,,http://worldcat.org/oclc/749789018,,,20th century,Theology|Writings -- Anthologies,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Pisma filozoficzne,Kraków,WAM,"1: Człowiek w Bogu, Part 2: Osoby dramatu",,420,,,"Urban, Marek|Jankowska, Dorota",8373186247|9788373186248,,,http://worldcat.org/oclc/749789018,,,20th century,Philosophy|Writings -- Anthologies,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Paschalʹnaja tajna: Bogoslovie trech dnej,Moscow,Biblejsko-Bogoslovskij Institut,,,255,,,,5896471165|9785896471165,,,http://worldcat.org/oclc/732615118,,,20th century,Theology -- Christology|Theology -- Scripture|Theology -- Systematic,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Russian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Il cuore del mondo,Milan,Jaca,,,142,,,"Guerriero, Elio",8816304235|9788816304239,,,http://worldcat.org/oclc/799222080,,,20th century,Theology -- Spirituality|Theology -- Cosmology,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Das Herz der Welt.,,,,Italian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Dialogo solitario: Martin Buber e il cristianesimo,Milan,Jaca,,,141,"Zucal, Silvano",,"Tomasi, Pietro",8816304316|9788816304314,,,http://worldcat.org/oclc/887154540,,,20th century,Theology -- Interreligious Dialogue|Theology -- Jewish,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Italian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Chi zi ye su [赤子耶穌],Taipei,Guang qi wen hua,,,99,,,"Chen, De-xin",9575465822|9789575465827,,,http://worldcat.org/oclc/213122834,,,20th century,Theology -- Christology|Theology -- Scripture,Europe,"von Balthasar, Hans Urs, 1905–1988",,,,"巴爾塔薩|Ba er ta sa|陳德馨, trans.",,Chinese,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2006,Archē kai telos: Aspekti filosofske i teološke misli maksima ispovjednika,Niksic,Filosofski Fakultet,,,687,,,"Knezevic, Mikonja",,,,http://worldcat.org/oclc/717215368,,,20th century,Theology -- Philosophy|Philosophy -- Metaphysics|Philosophy -- Theory of Knowledge,,"von Balthasar, Hans Urs, 1905–1988",,"Translation of Aspects of Philosophical and Theological Thought of Maximus the Confessor.|Bilingual text with Greek and facing page, Serbian.",,,,Serbian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,Teodramatyka,Kraków,WAM,"2: Osoby dramatu, Part 2: Osoby w Chrystusie",,519,,,"Szymona, Wiesław",9788360725023|8360725020,,,http://worldcat.org/oclc/751256169,,,20th century,Theology -- Aesthetics,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,Teodramática,Madrid,Encuentro,3: Las personas del drama; El hombre en Cristo,,502,,,"Bueno de la Fuente, Eloy|Camarero, Jésus",8474902576|9788474902570|9788474902969|8474902967,,,http://worldcat.org/oclc/818244085,,,20th century,Theology -- Aesthetics,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Theodramatik: Die personen des spiels; Die personen in Christus|Original Publication:  1992,,,,Spanish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,Priesterliche Spiritualität,Einsiedeln,Johannes,,,101,,,,9783894114015|3894114010,,,http://worldcat.org/oclc/223964813,,,20th century,Theology -- Sacraments -- Priesthood|Theology -- Spirituality|Religious life,,"von Balthasar, Hans Urs, 1905–1988",,,,,,German,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,Pisma z zakresu sztuki i religii,Kraków,WAM,,,110,,,"Urban, Marek|Jankowska, Dorota",9788373188914|8373188916,,,http://worldcat.org/oclc/749840514,,,20th century,Theology -- Aesthetics|Arts -- Aesthetics|Philosophy -- Religion,,"von Balthasar, Hans Urs, 1905–1988",,Original works published in various journals.,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,The Office of Peter and the Structure of the Church,San Francisco,Ignatius,,,"xxv, 434",,2nd,"Emery, Andrée",9781586172282|158617228X,,,http://worldcat.org/oclc/233940527,,,20th century,Theology -- Ecclesiology,Europe -- Vatican City,"von Balthasar, Hans Urs, 1905–1988",,Translation of Der antirömische Affekt.,,,,English,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,Odpowiedź wiary,Poznań,Polskiej Prowincji Dominikanów,,,183,,,"Szymona, Wiesław",9788370335878|837033587X,,,http://worldcat.org/oclc/749474848,,,20th century,Theology -- Faith,,"von Balthasar, Hans Urs, 1905–1988",,Translated from: Die Antwort des Glaubens.,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,"Modele teologiczne, vol. 1: Od Ireneusza do Bonawentury",Cracow,WAM,1: Od Ireneusza do Bonawentury,,351,,,"Marszał, Ewa|Zakrzewski, Jerzy",9788373184893|8373184899,,,http://worldcat.org/oclc/749527204,,,20th century,Theology -- Method,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,La oración contemplativa,Madrid,Encuentro,,,214,,3rd,"Albizu, José Luis",9788474908817|8474908817,,,http://worldcat.org/oclc/433723109,,,20th century,Theology -- Prayer|Spirituality -- Contemplation,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Das betrachtende Gebet.,,,,Spanish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,Kleiner Diskurs über die Hólle,Einsiedeln,Johannes,,,103,,4th,,3894113545|9783894113544,,,http://worldcat.org/oclc/767781469,,,20th century,Theology -- Soteriology|Theology -- Theodicy,,"von Balthasar, Hans Urs, 1905–1988",,,,,,German,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,Il libro dell'Agnello: Sulla rivelazione di Giovanni,Milan,Jaca,,,122,,,"Guerriero, Elio",9788816304499|8816304499,,,http://worldcat.org/oclc/799607049,,,20th century,Theology -- Scripture -- Exegesis,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Italian,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2007,Gloria: Una estética teológica,Madrid,Encuentro,"2: Estilos eclesiásticos, Irineo, Agustín, Dionisio, Anselmo, Buenaventura",,348,,2nd,"Albizu, José Luis",9788474901405|8474901405,,,http://worldcat.org/oclc/865161417,,,20th century,Theology -- Aesthetics,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Spanish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2008,Pneuma e institución,Madrid,Encuentro,,,375,,,"Rodríguez Navarro, Eloy",9788499206110|8499206115,,,http://worldcat.org/oclc/804699013,,,20th century,Theology -- Ecclesiology,,"von Balthasar, Hans Urs, 1905–1988",,"Original title: Skizzen zur Theologie. IV, Pneuma und Institution.",,,,Spanish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2008,"Modele teologiczne, vol. 2: Od Dantego do Peguy",Cracow,WAM,2: Od Dantego do Peguy,,516,,,"Marszał, Ewa|Zakrzewski, Jerzy",9788373185074|8373185070,,,http://worldcat.org/oclc/316488628,,,20th century,Theology -- Method -- Aesthetics|Theology -- History,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2008,Kontemplacja postaci,Kraków,WAM,,,597,,,"Marszał, Ewa|Zakrzewski, Jerzy",9788373186460|8373186468,,,http://worldcat.org/oclc/428223686,,,20th century,Spirituality -- Contemplation -- Method|Theology -- Aesthetics|Theology -- Biblical -- Exegesis -- Method,,"von Balthasar, Hans Urs, 1905–1988",,Translated from: Schau der Gestalt.,,,,Polish,CULL|REVIEW
Book,"Balthasar, Hans Urs von",2008,Karl Barth: Présentation et interprétation de sa théologie,Paris,Cerf,,,571,,2nd,"Iborra, Éric",9782204085335|2204085332,,,http://worldcat.org/oclc/746584339,,,20th century,Theology -- Ecumenism -- Dogmatic|Theology -- Grace,,"von Balthasar, Hans Urs, 1905–1988","Une étude critique de la théologie de K. Barth d'un point de vue catholique est proposée, permettant d'expliciter le sens de l'oeuvre Dogmatique, ses principes fondamentaux ainsi que sa structure formelle--[Memento].","Originally published in German by Johannes Verlag Einsiedeln, Freiburg in 1971, 1976 - verso.|Translated from: Darstellung und Deutung seiner Theologie.",,,,French,CULL|REVIEW
